issue_repo_url,issue_id,issue_number,label_id,label
https://api.github.com/repos/mozilla-mobile/fenix,1386236797,27177,1298394339,Feature:SitePermissions
https://api.github.com/repos/mozilla-mobile/fenix,1386236797,27177,1447093420,S2
https://api.github.com/repos/mozilla-mobile/fenix,1386236797,27177,1761061437,needs:triage
https://api.github.com/repos/mozilla-mobile/fenix,1386230890,27176,875862810,🐞 bug
https://api.github.com/repos/mozilla-mobile/fenix,1386230890,27176,1242067522,access
https://api.github.com/repos/mozilla-mobile/fenix,1386230890,27176,1264211904,Feature:Bookmarks
https://api.github.com/repos/mozilla-mobile/fenix,1386230890,27176,1447093575,S3
https://api.github.com/repos/mozilla-mobile/fenix,1386230890,27176,1761061437,needs:triage
https://api.github.com/repos/mozilla-mobile/fenix,1386220429,27174,1528415926,pr:needs-landing
https://api.github.com/repos/mozilla-mobile/fenix,1386220429,27174,2108375705,eng:ui-test
https://api.github.com/repos/mozilla-mobile/fenix,1386205907,27173,875862810,🐞 bug
https://api.github.com/repos/mozilla-mobile/fenix,1386205907,27173,1242067522,access
https://api.github.com/repos/mozilla-mobile/fenix,1386205907,27173,1264211904,Feature:Bookmarks
https://api.github.com/repos/mozilla-mobile/fenix,1386205907,27173,1447093575,S3
https://api.github.com/repos/mozilla-mobile/fenix,1386205907,27173,1761061437,needs:triage
https://api.github.com/repos/mozilla-mobile/fenix,1386192663,27172,875862810,🐞 bug
https://api.github.com/repos/mozilla-mobile/fenix,1386192663,27172,1224246696,eng:qa:verified
https://api.github.com/repos/mozilla-mobile/fenix,1386192663,27172,1447093319,S1
https://api.github.com/repos/mozilla-mobile/fenix,1386192663,27172,2128291521,Feature:SyncTabs
https://api.github.com/repos/mozilla-mobile/fenix,1386192663,27172,3844302925,TaskContinuity
https://api.github.com/repos/mozilla-mobile/fenix,1386063682,27171,875862810,🐞 bug
https://api.github.com/repos/mozilla-mobile/fenix,1386063682,27171,1242067522,access
https://api.github.com/repos/mozilla-mobile/fenix,1386063682,27171,1576154697,Feature:Logins
https://api.github.com/repos/mozilla-mobile/fenix,1386063682,27171,1761061437,needs:triage
https://api.github.com/repos/mozilla-mobile/fenix,1386063682,27171,2549203102,S4
https://api.github.com/repos/mozilla-mobile/fenix,1385924420,27170,875862810,🐞 bug
https://api.github.com/repos/mozilla-mobile/fenix,1385924420,27170,1242067522,access
https://api.github.com/repos/mozilla-mobile/fenix,1385924420,27170,1298366359,Feature:Search
https://api.github.com/repos/mozilla-mobile/fenix,1385924420,27170,1761061437,needs:triage
https://api.github.com/repos/mozilla-mobile/fenix,1385924420,27170,2549203102,S4
https://api.github.com/repos/mozilla-mobile/fenix,1385843171,27169,875862810,🐞 bug
https://api.github.com/repos/mozilla-mobile/fenix,1385843171,27169,1242056302,Feature:HomeScreen
https://api.github.com/repos/mozilla-mobile/fenix,1385843171,27169,1242067522,access
https://api.github.com/repos/mozilla-mobile/fenix,1385843171,27169,1761061437,needs:triage
https://api.github.com/repos/mozilla-mobile/fenix,1385843171,27169,2549203102,S4
https://api.github.com/repos/mozilla-mobile/fenix,1385632619,27168,1528415926,pr:needs-landing
https://api.github.com/repos/mozilla-mobile/fenix,1385189420,27164,875862810,🐞 bug
https://api.github.com/repos/mozilla-mobile/fenix,1385189420,27164,2788398555,qa-triaged
https://api.github.com/repos/mozilla-mobile/fenix,1385150669,27163,875862810,🐞 bug
https://api.github.com/repos/mozilla-mobile/fenix,1385150669,27163,2788398555,qa-triaged
https://api.github.com/repos/mozilla-mobile/fenix,1385031259,27161,1761061437,needs:triage
https://api.github.com/repos/mozilla-mobile/fenix,1384938284,27160,1761061437,needs:triage
